No.,Food Item,Category,1 Serving Size,Total Weight (g),Protein (g),Fats (g),Carbohydrates (g),Calories (kcal),Breakfast,Snack 1,Lunch,Snack 2,Dinner,User Preference,Source
232,Homemade Blend Skyr,Dairy,1/2 cup,70.66,5.76,0.5,26.74,134.5,1,0,0,0,0,0.75,Synthetic
233,Plain Arabian Curd,Dairy,1/2 cup,145.99,15.16,1.56,23.13,167.2,0,0,0,0,0,0.0,Synthetic
234,Unsalted Classic Milk,Dairy,1/2 cup,106.19,9.52,14.26,3.48,180.3,1,0,0,0,0,1.0,Synthetic
235,Whole Premium Buttermilk,Dairy,2 tbsp,128.45,10.19,9.92,13.76,185.1,1,0,0,0,0,0.5,Synthetic
236,Pickled Arabian Whey Drink,Dairy,2 tbsp,266.0,3.69,4.56,9.45,93.6,1,0,0,0,0,0.25,Synthetic
237,Dried Mix Sour Cream,Dairy,Palm-sized portion,69.49,8.19,7.7,21.86,189.5,0,0,0,0,0,0.0,Synthetic
238,Cold-Pressed Farm-Fresh Ricotta,Dairy,Palm-sized portion,160.31,8.66,0.5,0.2,39.9,0,0,0,0,0,0.25,Synthetic
239,Premium Medley Sour Cream,Dairy,2 tbsp,65.07,4.44,10.06,6.89,135.9,1,0,0,0,0,0.0,Synthetic
240,Frozen Premium Ricotta,Dairy,1 cup,156.53,5.61,5.49,0.2,72.7,0,0,0,0,0,0.0,Synthetic
241,Plain Original Quark,Dairy,2 tbsp,195.64,6.78,14.19,17.84,226.2,1,0,0,0,0,1.0,Synthetic
242,Whipped Special Labneh,Dairy,1/2 cup,93.42,7.92,8.48,10.39,149.6,0,0,0,0,0,1.0,Synthetic
243,Herb-Infused Special Cheese Slice,Dairy,Palm-sized portion,5.0,0.17,1.68,2.9,27.4,0,0,0,0,0,0.75,Synthetic
244,Whipped Variety Yogurt,Dairy,1/2 cup,45.31,14.78,6.75,6.3,145.1,0,0,0,0,0,0.5,Synthetic
245,Grilled Medley Sour Cream,Dairy,1 cup,95.48,15.55,5.21,0.2,109.9,1,0,0,0,0,0.75,Synthetic
246,Grilled Premium Cottage Cheese,Dairy,1 cup,208.18,5.89,4.79,22.72,157.6,0,0,0,0,0,0.75,Synthetic
247,High-Protein Heritage Cottage Cheese,Dairy,1 tsp,131.0,10.98,3.02,9.49,109.1,1,0,0,0,0,0.0,Synthetic
248,Enriched Traditional Cream Cheese,Dairy,Palm-sized portion,83.1,1.12,6.4,20.53,144.2,1,0,0,0,0,0.0,Synthetic
249,Smoked Bahraini Labneh,Dairy,Palm-sized portion,96.37,5.84,15.06,15.83,222.2,1,0,0,0,0,1.0,Synthetic
250,Marinated Heritage Curd,Dairy,2 tbsp,202.73,11.42,10.32,14.37,196.0,0,0,0,0,0,1.0,Synthetic
251,Marinated Wild Soft Cheese,Dairy,1 tsp,49.09,16.3,18.49,12.57,281.9,0,0,0,0,0,0.5,Synthetic
252,High-Protein Special Whey Drink,Dairy,1/2 cup,93.3,6.52,10.71,0.2,123.3,0,0,0,0,0,0.25,Synthetic
253,Lightly-Salted Garden Whey Drink,Dairy,1 cup,117.16,11.72,6.1,0.2,102.6,0,0,0,0,0,0.25,Synthetic
254,Steamed Mix Milk,Dairy,2 tbsp,80.0,12.75,0.5,0.88,59.0,1,0,0,0,0,1.0,Synthetic
255,Cold-Pressed Garden Labneh,Dairy,1 cup,52.12,2.3,11.66,9.22,151.0,1,0,0,0,0,0.25,Synthetic
256,Boiled Selection Whey Drink,Dairy,1 cup,148.08,19.77,0.72,45.05,265.8,1,0,0,0,0,0.75,Synthetic
257,Cold-Pressed Blend Cottage Cheese,Dairy,1 tsp,102.18,9.88,1.11,2.06,57.8,1,0,0,0,0,0.25,Synthetic
258,Whole Style Milk,Dairy,1/2 cup,219.19,11.46,7.41,34.14,249.1,0,0,0,0,0,1.0,Synthetic
259,Low-Fat Style Sour Cream,Dairy,Palm-sized portion,5.0,0.3,3.02,1.43,34.1,1,0,0,0,0,0.0,Synthetic
260,Dried Variety Whey Drink,Dairy,1/2 cup,211.24,5.0,11.77,2.36,135.4,0,0,0,0,0,0.75,Synthetic
261,Seasonal Classic Cream Cheese,Dairy,1 tsp,81.75,2.37,8.18,21.17,167.8,1,0,0,0,0,1.0,Synthetic
262,Organic Heritage Kefir,Dairy,2 tbsp,9.19,1.7,1.69,5.34,43.4,1,0,0,0,0,0.75,Synthetic
263,Steamed Arabian Yogurt,Dairy,1 cup,109.93,11.24,1.23,21.31,141.3,0,0,0,0,0,0.0,Synthetic
264,Herb-Infused Medley Quark,Dairy,1 tsp,140.91,10.15,6.92,21.93,190.6,1,0,0,0,0,0.0,Synthetic
265,Grilled Garden Yogurt,Dairy,2 tbsp,47.94,11.83,19.82,13.34,279.1,0,0,0,0,0,0.0,Synthetic
266,Lightly-Salted Medley Curd,Dairy,2 tbsp,62.37,13.63,0.5,22.88,150.5,1,0,0,0,0,1.0,Synthetic
267,Zero-Fat Arabian Sour Cream,Dairy,2 tbsp,5.0,1.13,2.17,1.46,29.9,0,0,0,0,0,0.0,Synthetic
268,Zero-Fat Bahraini Cheese Slice,Dairy,1/2 cup,238.16,5.9,0.5,13.96,83.9,0,0,0,0,0,0.0,Synthetic
269,Raw Style Quark,Dairy,2 tbsp,225.61,6.22,13.07,16.94,210.3,0,0,0,0,0,0.0,Synthetic
270,Raw Style Buttermilk,Dairy,2 tbsp,172.6,6.93,6.83,28.83,204.5,1,0,0,0,0,0.75,Synthetic
271,Seasonal Medley Milk,Dairy,1 tsp,113.48,10.29,14.99,10.87,219.5,1,0,0,0,0,0.25,Synthetic
272,Homemade Special Milk,Dairy,1/2 cup,103.99,7.31,9.66,0.2,117.0,1,0,0,0,0,0.0,Synthetic
273,Cold-Pressed Special Whey Drink,Dairy,1 cup,111.37,6.75,1.39,11.71,86.3,0,0,0,0,0,0.75,Synthetic
274,Extra-Virgin Wild Yogurt,Dairy,1/2 cup,5.42,2.02,0.24,2.89,21.8,0,0,0,0,0,0.5,Synthetic
275,Zero-Fat Medley Skyr,Dairy,1 cup,74.87,0.9,0.5,12.66,58.7,1,0,0,0,0,0.75,Synthetic
276,Baked Traditional Cream Cheese,Dairy,Palm-sized portion,5.0,1.8,1.35,1.6,25.8,1,0,0,0,0,0.25,Synthetic
277,Fresh Gourmet Yogurt,Dairy,1 cup,192.98,1.93,6.77,0.2,69.4,0,0,0,0,0,0.0,Synthetic
278,Boiled Garden Skyr,Dairy,1 tsp,5.0,1.43,2.21,1.11,30.1,1,0,0,0,0,1.0,Synthetic
279,Roasted Gourmet Milk,Dairy,1 tsp,250.22,7.18,7.73,25.72,201.2,0,0,0,0,0,0.5,Synthetic
280,Dried Selection Quark,Dairy,1 cup,207.33,5.63,0.5,0.2,27.8,1,0,0,0,0,1.0,Synthetic
281,Extra-Virgin Arabian Quark,Dairy,Palm-sized portion,265.87,9.08,4.5,0.2,77.6,1,0,0,0,0,1.0,Synthetic
282,Fortified Selection Soft Cheese,Dairy,1 cup,73.39,5.31,10.62,0.2,117.6,1,0,0,0,0,0.25,Synthetic
283,Cold-Pressed Blend Ricotta,Dairy,1/2 cup,74.02,10.46,3.4,0.2,73.2,1,0,0,0,0,0.5,Synthetic
284,Fresh Original Kefir,Dairy,1/2 cup,180.91,8.36,2.71,37.33,207.1,1,0,0,0,0,0.5,Synthetic
285,Grilled Heritage Whey Drink,Dairy,2 tbsp,91.63,2.57,11.01,0.2,110.2,1,0,0,0,0,0.5,Synthetic
286,Unsalted Variety Sour Cream,Dairy,2 tbsp,101.03,11.72,10.09,24.64,236.2,1,0,0,0,0,0.25,Synthetic
287,Whipped Heritage Cottage Cheese,Dairy,1/2 cup,181.46,11.4,2.11,29.94,184.4,0,0,0,0,0,0.0,Synthetic
288,Fresh Mix Curd,Dairy,1 tsp,266.0,4.75,6.88,5.72,103.8,1,0,0,0,0,1.0,Synthetic
289,Smoked Traditional Cream Cheese,Dairy,1/2 cup,159.44,13.6,6.51,0.2,113.8,1,0,0,0,0,0.75,Synthetic
290,Spiced Farm-Fresh Labneh,Dairy,2 tbsp,184.76,0.9,4.16,13.75,96.0,0,0,0,0,0,0.0,Synthetic
291,Homemade Garden Cottage Cheese,Dairy,1 tsp,155.09,14.65,0.5,22.44,152.9,1,0,0,0,0,0.25,Synthetic
292,Pickled Medley Cottage Cheese,Dairy,1/2 cup,5.0,2.31,2.39,0.06,31.0,1,0,0,0,0,0.0,Synthetic
293,Pickled Variety Whey Drink,Dairy,1/2 cup,124.28,6.07,4.97,0.2,69.8,1,0,0,0,0,0.75,Synthetic
294,Whipped Special Quark,Dairy,1/2 cup,69.17,3.41,1.72,18.95,104.9,1,0,0,0,0,1.0,Synthetic
295,Roasted Blend Sour Cream,Dairy,1 tsp,73.5,8.64,10.78,12.07,179.9,1,0,0,0,0,0.0,Synthetic
296,Boiled Classic Cream Cheese,Dairy,1 cup,118.47,2.03,6.68,12.04,116.4,1,0,0,0,0,1.0,Synthetic
297,Local Garden Soft Cheese,Dairy,1 cup,64.91,11.78,15.82,4.37,207.0,0,0,0,0,0,0.0,Synthetic
298,Homemade Bahraini Buttermilk,Dairy,1/2 cup,89.39,7.69,14.15,8.22,191.0,0,0,0,0,0,0.25,Synthetic
299,Fresh Arabian Quark,Dairy,2 tbsp,208.1,2.31,2.98,0.2,36.9,0,0,0,0,0,0.5,Synthetic
300,Grilled Blend Yogurt,Dairy,1 tsp,105.4,6.85,10.01,15.15,178.1,0,0,0,0,0,1.0,Synthetic
301,Baked Farm-Fresh Curd,Dairy,1 cup,48.82,14.64,12.16,10.52,210.1,1,0,0,0,0,1.0,Synthetic
302,Cold-Pressed Mix Ricotta,Dairy,2 tbsp,93.88,4.16,6.95,29.8,198.4,1,0,0,0,0,0.25,Synthetic
303,Whole Blend Yogurt,Dairy,2 tbsp,210.56,0.9,4.2,14.29,98.6,0,0,0,0,0,0.0,Synthetic
304,Steamed Premium Buttermilk,Dairy,1 cup,109.31,0.9,5.67,0.2,55.4,0,0,0,0,0,0.0,Synthetic
305,Frozen Wild Quark,Dairy,1 tsp,212.99,4.96,6.64,8.56,113.8,0,0,0,0,0,0.5,Synthetic
306,Lightly-Salted Selection Ricotta,Dairy,Palm-sized portion,204.22,6.52,7.81,0.2,97.2,1,0,0,0,0,0.25,Synthetic
307,Organic Selection Kefir,Dairy,1/2 cup,266.0,6.86,7.46,12.89,146.1,0,0,0,0,0,0.75,Synthetic
308,Reduced-Fat Garden Soft Cheese,Dairy,1/2 cup,74.91,10.15,9.72,0.2,128.9,1,0,0,0,0,0.25,Synthetic
309,Local Original Skyr,Dairy,1 cup,72.25,5.21,10.15,39.42,269.9,1,0,0,0,0,1.0,Synthetic
310,Herb-Infused Selection Skyr,Dairy,1 tsp,131.59,8.72,14.91,13.93,224.8,1,0,0,0,0,0.0,Synthetic
311,Steamed Heritage Quark,Dairy,1/2 cup,66.92,8.46,3.61,28.97,182.2,1,0,0,0,0,0.25,Synthetic
312,High-Protein Premium Milk,Dairy,1/2 cup,172.4,14.66,7.32,14.5,182.5,1,0,0,0,0,0.75,Synthetic
313,Steamed Gourmet Cottage Cheese,Dairy,1 tsp,209.32,7.5,0.5,9.36,71.9,1,0,0,0,0,0.5,Synthetic
314,Fresh Premium Buttermilk,Dairy,Palm-sized portion,33.78,10.37,8.47,0.2,118.5,1,0,0,0,0,0.25,Synthetic
315,Unsalted Bahraini Sour Cream,Dairy,1 tsp,57.31,8.93,19.09,0.2,208.3,1,0,0,0,0,0.75,Synthetic
316,Plain Classic Ricotta,Dairy,Palm-sized portion,200.26,3.25,24.7,30.31,356.5,1,0,0,0,0,1.0,Synthetic
317,Grilled Original Whey Drink,Dairy,1 tsp,5.0,1.01,0.27,3.47,20.4,1,0,0,0,0,1.0,Synthetic
318,Steamed Style Ricotta,Dairy,1 cup,193.33,12.32,18.56,16.03,280.4,1,0,0,0,0,1.0,Synthetic
319,Whole Bahraini Whey Drink,Dairy,1 tsp,119.65,6.84,9.46,10.33,153.8,0,0,0,0,0,1.0,Synthetic
320,Boiled Blend Curd,Dairy,2 tbsp,84.98,3.85,9.07,15.16,157.7,1,0,0,0,0,1.0,Synthetic
321,Marinated Special Skyr,Dairy,1/2 cup,266.0,12.43,10.87,7.62,178.0,1,0,0,0,0,0.0,Synthetic
322,Seasonal Garden Curd,Dairy,2 tbsp,38.18,4.99,2.63,28.65,158.2,1,0,0,0,0,0.0,Synthetic
323,Pickled Garden Skyr,Dairy,1/2 cup,253.57,6.11,9.73,7.35,141.4,1,0,0,0,0,1.0,Synthetic
324,Plain Variety Buttermilk,Dairy,2 tbsp,73.41,11.18,9.27,10.04,168.3,1,0,0,0,0,1.0,Synthetic
325,Premium Classic Curd,Dairy,1 cup,143.92,11.39,13.22,25.96,268.4,1,0,0,0,0,0.0,Synthetic
326,Sun-Dried Heritage Ricotta,Dairy,1/2 cup,202.17,8.47,1.87,5.07,71.0,1,0,0,0,0,0.5,Synthetic
327,Unsalted Heritage Cheese Slice,Dairy,Palm-sized portion,130.28,2.42,13.77,0.2,134.4,1,0,0,0,0,0.0,Synthetic
328,Low-Fat Style Cottage Cheese,Dairy,2 tbsp,39.72,10.14,8.33,0.2,116.3,1,0,0,0,0,0.5,Synthetic
329,Whole Special Yogurt,Dairy,1 cup,266.0,2.86,0.5,11.34,61.3,0,0,0,0,0,0.0,Synthetic
330,Cold-Pressed Variety Buttermilk,Dairy,2 tbsp,97.92,8.26,10.16,27.94,236.2,1,0,0,0,0,0.5,Synthetic
331,Raw Original Quark,Dairy,2 tbsp,220.49,2.37,2.21,4.64,47.9,0,0,0,0,0,0.25,Synthetic
332,Zero-Fat Arabian Cheese Slice,Dairy,Palm-sized portion,228.16,15.03,3.39,19.51,168.7,0,0,0,0,0,0.0,Synthetic
333,Enriched Blend Cottage Cheese,Dairy,1 tsp,158.91,10.93,10.77,17.42,210.3,1,0,0,0,0,0.5,Synthetic
334,Marinated Wild Curd,Dairy,1 tsp,56.15,17.0,9.57,3.12,166.6,1,0,0,0,0,0.75,Synthetic
335,Smoked Variety Sour Cream,Dairy,1/2 cup,5.0,1.76,1.02,1.97,24.1,0,0,0,0,0,0.0,Synthetic
336,Zero-Fat Variety Kefir,Dairy,2 tbsp,124.22,2.61,18.19,0.2,175.0,1,0,0,0,0,1.0,Synthetic
337,Dried Farm-Fresh Skyr,Dairy,1 cup,234.01,1.93,8.48,31.43,209.8,0,0,0,0,0,0.75,Synthetic
338,Steamed Farm-Fresh Cheese Slice,Dairy,1 tsp,266.0,7.78,15.07,17.75,237.8,1,0,0,0,0,1.0,Synthetic
339,Sun-Dried Mix Labneh,Dairy,1 tsp,160.94,9.84,0.5,4.59,62.2,0,0,0,0,0,1.0,Synthetic
340,Grilled Special Yogurt,Dairy,1 cup,63.14,14.51,3.86,41.33,258.1,1,0,0,0,0,0.25,Synthetic
341,High-Protein Special Curd,Dairy,1 tsp,177.83,4.83,5.7,27.07,178.9,0,0,0,0,0,0.0,Synthetic
342,Dried Farm-Fresh Cheese Slice,Dairy,Palm-sized portion,180.21,11.15,2.54,15.28,128.6,1,0,0,0,0,1.0,Synthetic
343,Grilled Classic Whey Drink,Dairy,1 tsp,5.0,2.06,1.53,1.16,26.6,1,0,0,0,0,0.5,Synthetic
344,Natural Garden Whey Drink,Dairy,Palm-sized portion,204.81,0.9,13.37,10.95,167.7,1,0,0,0,0,0.0,Synthetic
345,Unsalted Style Milk,Dairy,1 cup,45.06,8.47,8.53,22.71,201.5,0,0,0,0,0,1.0,Synthetic
346,Extra-Virgin Selection Curd,Dairy,Palm-sized portion,234.23,0.9,2.19,18.63,97.8,1,0,0,0,0,0.0,Synthetic
347,Marinated Arabian Soft Cheese,Dairy,1 cup,32.04,7.11,0.5,9.64,71.5,0,0,0,0,0,0.25,Synthetic
348,Cold-Pressed Garden Sour Cream,Dairy,1 cup,74.32,4.08,1.0,1.93,33.0,1,0,0,0,0,1.0,Synthetic
349,Unsalted Garden Quark,Dairy,Palm-sized portion,10.88,5.1,0.26,4.97,42.6,1,0,0,0,0,0.25,Synthetic
350,Unsalted Blend Ricotta,Dairy,2 tbsp,24.5,14.17,0.5,0.2,62.0,1,0,0,0,0,1.0,Synthetic
351,Low-Fat Gourmet Buttermilk,Dairy,1 cup,5.0,1.49,0.12,3.14,19.6,1,0,0,0,0,0.5,Synthetic
352,Lightly-Salted Special Cottage Cheese,Dairy,1/2 cup,7.64,1.63,2.75,2.88,42.8,1,0,0,0,0,0.75,Synthetic
353,Whole Mix Cream Cheese,Dairy,2 tbsp,188.48,9.29,3.88,0.2,72.9,1,0,0,0,0,0.25,Synthetic
354,Seasonal Premium Curd,Dairy,Palm-sized portion,5.0,0.2,0.09,4.46,19.4,0,0,0,0,0,0.0,Synthetic
355,Marinated Blend Whey Drink,Dairy,Palm-sized portion,108.91,7.06,2.63,7.4,81.5,0,0,0,0,0,0.5,Synthetic
356,Extra-Virgin Garden Curd,Dairy,1 tsp,129.78,10.9,13.9,15.04,228.9,1,0,0,0,0,0.25,Synthetic
357,Organic Classic Whey Drink,Dairy,Palm-sized portion,75.24,10.89,1.46,2.13,65.2,1,0,0,0,0,0.75,Synthetic
358,Unsalted Heritage Cottage Cheese,Dairy,1/2 cup,185.24,9.1,16.35,24.72,282.4,1,0,0,0,0,0.5,Synthetic
359,Fortified Medley Sour Cream,Dairy,2 tbsp,228.05,4.28,5.07,19.04,138.9,1,0,0,0,0,1.0,Synthetic
360,Lightly-Salted Bahraini Cottage Cheese,Dairy,1 cup,87.05,9.29,14.91,0.2,172.2,1,0,0,0,0,0.75,Synthetic
361,Natural Wild Cottage Cheese,Dairy,1 tsp,105.66,9.25,15.44,1.2,180.8,1,0,0,0,0,0.5,Synthetic
362,Frozen Arabian Kefir,Dairy,1/2 cup,162.78,10.04,11.24,27.04,249.5,1,0,0,0,0,0.5,Synthetic
363,Grilled Style Labneh,Dairy,Palm-sized portion,8.07,2.93,4.68,0.06,54.1,0,0,0,0,0,0.25,Synthetic
364,Baked Bahraini Ricotta,Dairy,1/2 cup,136.88,8.63,0.78,17.79,112.7,1,0,0,0,0,0.5,Synthetic
365,Fortified Variety Soft Cheese,Dairy,1/2 cup,28.2,16.78,7.5,2.51,144.7,0,0,0,0,0,0.75,Synthetic
366,Spiced Special Soft Cheese,Dairy,2 tbsp,5.0,1.22,0.63,2.9,22.1,1,0,0,0,0,0.75,Synthetic
367,Cold-Pressed Classic Yogurt,Dairy,1/2 cup,150.3,3.88,8.05,10.28,129.1,0,0,0,0,0,0.5,Synthetic
368,Natural Wild Soft Cheese,Dairy,1 tsp,180.01,10.76,7.48,35.61,252.8,1,0,0,0,0,0.25,Synthetic
369,Premium Garden Sour Cream,Dairy,1 cup,204.19,18.9,12.13,0.2,185.6,1,0,0,0,0,0.75,Synthetic
370,Frozen Special Skyr,Dairy,1/2 cup,5.0,1.66,2.24,0.86,30.2,0,0,0,0,0,0.0,Synthetic
371,Unsalted Gourmet Skyr,Dairy,2 tbsp,189.04,2.65,4.65,7.36,81.9,1,0,0,0,0,1.0,Synthetic
372,High-Protein Farm-Fresh Cheese Slice,Dairy,1 cup,36.73,4.65,5.41,14.56,125.5,1,0,0,0,0,0.5,Synthetic
373,Plain Bahraini Milk,Dairy,Palm-sized portion,89.0,15.86,10.64,32.19,288.0,1,0,0,0,0,0.0,Synthetic
374,Plain Premium Buttermilk,Dairy,Palm-sized portion,137.25,6.03,6.0,19.97,158.0,1,0,0,0,0,0.25,Synthetic
375,Organic Premium Milk,Dairy,1 tsp,81.6,0.9,11.17,0.2,104.9,0,0,0,0,0,0.75,Synthetic
376,Plain Bahraini Sour Cream,Dairy,2 tbsp,47.8,5.61,0.5,12.34,76.3,1,0,0,0,0,0.0,Synthetic
377,Frozen Style Milk,Dairy,1 cup,78.4,8.99,8.87,14.29,172.9,1,0,0,0,0,0.25,Synthetic
378,Homemade Selection Ricotta,Dairy,1 cup,5.0,2.15,0.78,1.82,22.9,0,0,0,0,0,0.0,Synthetic
379,Unsalted Variety Labneh,Dairy,Palm-sized portion,35.61,2.23,0.5,0.2,14.2,0,0,0,0,0,0.25,Synthetic
380,Local Selection Ricotta,Dairy,1/2 cup,74.66,10.75,9.12,7.4,154.7,0,0,0,0,0,0.5,Synthetic
381,Frozen Premium Quark,Dairy,1/2 cup,205.63,15.65,13.04,18.89,255.5,1,0,0,0,0,0.0,Synthetic
382,High-Protein Premium Cottage Cheese,Dairy,1/2 cup,188.69,12.71,7.31,12.22,165.5,0,0,0,0,0,0.0,Synthetic
383,Roasted Traditional Cheese Slice,Dairy,Palm-sized portion,46.48,3.67,7.3,0.2,81.2,1,0,0,0,0,0.5,Synthetic
384,Fortified Mix Milk,Dairy,2 tbsp,82.26,8.62,0.5,15.26,100.0,1,0,0,0,0,0.5,Synthetic
385,Frozen Bahraini Cream Cheese,Dairy,Palm-sized portion,165.34,11.88,10.58,12.27,191.8,1,0,0,0,0,0.75,Synthetic
386,Whipped Wild Whey Drink,Dairy,Palm-sized portion,119.8,7.24,6.55,11.97,135.8,1,0,0,0,0,0.0,Synthetic
387,Lightly-Salted Farm-Fresh Labneh,Dairy,1/2 cup,45.63,9.67,5.19,0.2,86.2,1,0,0,0,0,0.25,Synthetic
388,Extra-Virgin Special Quark,Dairy,1 cup,196.49,8.36,12.26,15.21,204.6,1,0,0,0,0,0.25,Synthetic
389,Homemade Heritage Ricotta,Dairy,1/2 cup,155.31,4.74,8.62,0.2,97.3,1,0,0,0,0,1.0,Synthetic
390,Boiled Special Quark,Dairy,Palm-sized portion,23.89,10.31,6.39,0.2,99.5,1,0,0,0,0,0.25,Synthetic
391,High-Protein Farm-Fresh Milk,Dairy,Palm-sized portion,120.37,4.41,12.55,8.33,163.9,1,0,0,0,0,1.0,Synthetic
392,Spiced Selection Curd,Dairy,2 tbsp,49.12,17.68,7.07,21.91,222.0,0,0,0,0,0,0.25,Synthetic
393,Fortified Bahraini Cream Cheese,Dairy,Palm-sized portion,266.0,6.14,7.95,13.42,149.8,1,0,0,0,0,0.25,Synthetic
394,Sun-Dried Classic Soft Cheese,Dairy,1 cup,219.04,15.41,8.22,17.53,205.7,1,0,0,0,0,0.5,Synthetic
395,Sun-Dried Arabian Milk,Dairy,2 tbsp,65.52,1.78,2.13,8.07,58.6,1,0,0,0,0,0.75,Synthetic
396,Natural Original Labneh,Dairy,1/2 cup,149.34,14.37,0.5,7.73,92.9,0,0,0,0,0,0.5,Synthetic
397,Baked Traditional Curd,Dairy,2 tbsp,5.0,0.63,0.98,3.14,23.9,1,0,0,0,0,0.75,Synthetic
398,Reduced-Fat Style Kefir,Dairy,Palm-sized portion,216.41,14.63,14.93,2.29,202.1,0,0,0,0,0,0.75,Synthetic
399,Smoked Mix Quark,Dairy,2 tbsp,142.01,10.68,10.06,3.89,148.8,1,0,0,0,0,0.5,Synthetic
400,Local Original Soft Cheese,Dairy,1/2 cup,5.0,1.21,1.81,1.73,28.0,1,0,0,0,0,0.5,Synthetic
401,High-Protein Medley Kefir,Dairy,1 tsp,76.08,12.82,6.14,40.17,267.2,0,0,0,0,0,1.0,Synthetic
402,Marinated Mix Soft Cheese,Dairy,1 tsp,220.14,13.3,5.47,0.2,103.2,0,0,0,0,0,0.75,Synthetic
403,Premium Heritage Labneh,Dairy,1/2 cup,138.02,10.07,9.54,12.91,177.8,0,0,0,0,0,0.0,Synthetic
404,Homemade Classic Buttermilk,Dairy,Palm-sized portion,199.06,3.31,0.5,7.24,46.7,0,0,0,0,0,0.75,Synthetic
405,Low-Fat Arabian Labneh,Dairy,2 tbsp,167.71,11.06,0.5,5.01,68.8,0,0,0,0,0,1.0,Synthetic
406,Grilled Gourmet Sour Cream,Dairy,1/2 cup,176.5,0.9,1.77,0.2,20.3,0,0,0,0,0,1.0,Synthetic
407,Smoked Selection Whey Drink,Dairy,Palm-sized portion,253.16,18.01,1.98,16.18,154.6,1,0,0,0,0,0.5,Synthetic
408,Whipped Bahraini Cream Cheese,Dairy,1 tsp,101.8,12.72,9.01,27.4,241.6,0,0,0,0,0,0.25,Synthetic
409,Whipped Garden Milk,Dairy,1 cup,206.16,9.86,15.58,0.2,180.5,0,0,0,0,0,0.75,Synthetic
410,Homemade Blend Buttermilk,Dairy,1 tsp,5.0,0.89,1.26,2.6,25.3,1,0,0,0,0,0.25,Synthetic
411,Frozen Style Curd,Dairy,1 cup,131.6,0.9,0.97,16.97,80.2,1,0,0,0,0,0.5,Synthetic
412,Fortified Classic Curd,Dairy,Palm-sized portion,38.21,7.27,4.0,8.9,100.7,1,0,0,0,0,0.75,Synthetic
413,Grilled Gourmet Labneh,Dairy,1 tsp,26.49,5.97,6.6,12.59,133.6,0,0,0,0,0,0.5,Synthetic
414,Unsalted Garden Buttermilk,Dairy,1 tsp,62.99,11.49,12.14,0.2,156.0,0,0,0,0,0,0.75,Synthetic
415,Smoked Classic Quark,Dairy,Palm-sized portion,5.0,3.49,1.21,0.05,25.1,1,0,0,0,0,0.5,Synthetic
416,Grilled Arabian Curd,Dairy,Palm-sized portion,230.75,14.71,12.33,9.62,208.3,1,0,0,0,0,0.0,Synthetic
417,Roasted Premium Curd,Dairy,2 tbsp,11.21,2.29,4.85,3.51,66.8,0,0,0,0,0,0.5,Synthetic
418,Dried Original Cream Cheese,Dairy,2 tbsp,224.85,1.9,0.5,30.21,132.9,1,0,0,0,0,1.0,Synthetic
419,Spiced Style Yogurt,Dairy,Palm-sized portion,89.22,4.44,0.5,1.71,29.1,0,0,0,0,0,1.0,Synthetic
420,Steamed Wild Cheese Slice,Dairy,1/2 cup,110.84,10.81,0.74,32.89,181.5,1,0,0,0,0,0.75,Synthetic
421,Reduced-Fat Gourmet Quark,Dairy,1 tsp,266.0,13.39,9.27,23.15,229.6,1,0,0,0,0,0.25,Synthetic
422,Frozen Medley Cheese Slice,Dairy,2 tbsp,266.0,8.7,12.15,13.42,197.8,0,0,0,0,0,0.75,Synthetic
423,Smoked Special Quark,Dairy,1 cup,147.05,12.5,6.87,30.73,234.8,0,0,0,0,0,1.0,Synthetic
424,Cold-Pressed Farm-Fresh Labneh,Dairy,Palm-sized portion,201.6,8.84,7.79,26.53,211.6,1,0,0,0,0,0.25,Synthetic
425,High-Protein Premium Buttermilk,Dairy,Palm-sized portion,168.21,7.07,8.23,5.5,124.4,0,0,0,0,0,1.0,Synthetic
426,Sun-Dried Special Ricotta,Dairy,1 cup,195.59,12.95,14.56,25.18,283.6,0,0,0,0,0,0.25,Synthetic
427,Enriched Garden Cottage Cheese,Dairy,1 cup,151.68,9.34,3.12,22.99,157.4,1,0,0,0,0,1.0,Synthetic
428,Steamed Style Milk,Dairy,1 tsp,41.58,3.85,12.69,23.49,223.6,1,0,0,0,0,0.25,Synthetic
429,Dried Wild Cheese Slice,Dairy,Palm-sized portion,208.79,5.36,1.31,27.37,142.7,0,0,0,0,0,1.0,Synthetic
430,Marinated Heritage Quark,Dairy,1/2 cup,266.0,5.56,4.26,0.2,61.4,0,0,0,0,0,0.5,Synthetic
431,Plain Original Ricotta,Dairy,1 tsp,266.0,7.06,0.5,35.64,175.3,1,0,0,0,0,0.0,Synthetic
432,Steamed Premium Cream Cheese,Dairy,Palm-sized portion,143.41,3.11,3.66,0.2,46.2,0,0,0,0,0,0.75,Synthetic
433,Grilled Special Curd,Dairy,1/2 cup,165.26,0.9,10.79,10.55,142.9,1,0,0,0,0,0.75,Synthetic
434,Smoked Traditional Curd,Dairy,Palm-sized portion,106.02,12.24,14.09,0.2,176.6,0,0,0,0,0,0.5,Synthetic
435,Sun-Dried Variety Buttermilk,Dairy,Palm-sized portion,212.99,5.9,11.65,8.0,160.5,1,0,0,0,0,0.25,Synthetic
